DOL ,County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,CAFV,Electric Range,Base MSRP,Legislative District,Electric Utility,2020 Census Tract,Longitude,latitude
242565116,Thurston,Tumwater,WA,98512,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,22,PUGET SOUND ENERGY INC,53067010910,-122.9131017,47.0135926
183272785,Island,Clinton,WA,98236,2022,NISSAN,LEAF,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,10,PUGET SOUND ENERGY INC,53029972000,-122.359364,47.9796552
112552366,Snohomish,Snohomish,WA,98290,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,266,0,44,PUGET SOUND ENERGY INC,53061052502,-122.091505,47.915555
6336319,King,Seattle,WA,98134,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,11,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300,-122.329815,47.57981
186212960,Snohomish,Edmonds,WA,98020,2013,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,21,PUGET SOUND ENERGY INC,53061050403,-122.37507,47.80807
215122904,Chelan,Manson,WA,98831,2018,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,97,0,12,PUD NO 1 OF CHELAN COUNTY,53007960400,-120.1531,47.885505
110992472,Snohomish,Marysville,WA,98271,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,308,0,38,PUGET SOUND ENERGY INC,53061053102,-122.1713847,48.10433
138909032,Snohomish,Edmonds,WA,98026,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,21,PUGET SOUND ENERGY INC,53061050300,-122.335685,47.80372
272310279,Thurston,Olympia,WA,98501,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,22,PUGET SOUND ENERGY INC,53067010700,-122.89692,47.043535
235573929,Thurston,Lacey,WA,98503,2018,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,151,0,22,PUGET SOUND ENERGY INC,53067011422,-122.8285,47.03646
100808571,Thurston,Olympia,WA,98501,2019,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,22,PUGET SOUND ENERGY INC,53067010700,-122.89692,47.043535
103095842,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,1,PUGET SOUND ENERGY INC,53061051937,-122.179458,47.802589
3267771,King,Seattle,WA,98146,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000,-122.355145,47.505655
2039698,Kitsap,Hansville,WA,98340,2017,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,97,0,23,PUGET SOUND ENERGY INC,53035090101,-122.57781,47.903975
326547609,Snohomish,Edmonds,WA,98020,2015,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,87,0,21,PUGET SOUND ENERGY INC,53061050502,-122.37507,47.80807
337501195,Snohomish,Woodway,WA,98020,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,32,PUGET SOUND ENERGY INC,53061050600,-122.37507,47.80807
202801616,Yakima,Naches,WA,98937,2016,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,14,PACIFICORP,53077003002,-120.69918,46.7305
475574935,Chelan,Cashmere,WA,98815,2018,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,151,0,12,PUD NO 1 OF CHELAN COUNTY,53007960501,-120.4687,47.5173233
109167621,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,1,PUGET SOUND ENERGY INC,53061052009,-122.1873,47.820245
111617271,Thurston,Tumwater,WA,98501,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,35,PUGET SOUND ENERGY INC,53067011720,-122.89692,47.043535
170340453,Snohomish,Lake Stevens,WA,98258,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,44,PUGET SOUND ENERGY INC,53061052607,-122.112065,48.004345
180396618,Kitsap,Port Orchard,WA,98366,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,26,PUGET SOUND ENERGY INC,53035092600,-122.639265,47.5373
476016901,Snohomish,Monroe,WA,98272,2016,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,200,0,39,PUGET SOUND ENERGY INC,53061052207,-121.972215,47.85674
245794965,Kitsap,Port Orchard,WA,98366,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,26,PUGET SOUND ENERGY INC,53035092300,-122.639265,47.5373
8593350,Kitsap,Bremerton,WA,98310,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,23,PUGET SOUND ENERGY INC,53035080400,-122.611365,47.575195
226994967,Kitsap,Poulsbo,WA,98370,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,35,0,23,PUGET SOUND ENERGY INC,53035090502,-122.64177,47.737525
220323715,Kitsap,Kingston,WA,98346,2023,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,23,PUGET SOUND ENERGY INC,53035090102,-122.50156,47.8019
349945921,Snohomish,Bothell,WA,98012,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,21,PUGET SOUND ENERGY INC,53061051928,-122.1873,47.820245
102908466,Kitsap,Port Orchard,WA,98367,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,35,PUGET SOUND ENERGY INC,53035092101,-122.6851642,47.506453
1909491,Snohomish,Lynnwood,WA,98087,2019,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,21,PUGET SOUND ENERGY INC,53061041703,-122.2559465,47.8656788
132793202,Snohomish,Edmonds,WA,98020,2016,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,0,21,PUGET SOUND ENERGY INC,53061050502,-122.37507,47.80807
4759450,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,266,0,38,PUGET SOUND ENERGY INC,53061052903,-122.17673,48.05542
205301197,Snohomish,Snohomish,WA,98296,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,1,PUGET SOUND ENERGY INC,53061052107,-122.15134,47.8851158
167261251,Whitman,Pullman,WA,99163,2021,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,29,0,9,AVISTA CORP,53075000601,-117.17912,46.730885
261784841,Island,Greenbank,WA,98253,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,10,PUGET SOUND ENERGY INC,53029971301,-122.6071588,48.0754917
195352475,Snohomish,Bothell,WA,98021,2022,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,1,PUGET SOUND ENERGY INC,53061051938,-122.179458,47.802589
114268717,Thurston,Olympia,WA,98513,2020,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,330,0,2,PUGET SOUND ENERGY INC,53067011624,-122.817545,46.98876
194643396,Thurston,Olympia,WA,98516,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,2,PUGET SOUND ENERGY INC,53067012330,-122.7510253,47.08149
349879071,Island,Coupeville,WA,98239,2015,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,10,PUGET SOUND ENERGY INC,53029971100,-122.681275,48.21784
478289241,Snohomish,Lake Stevens,WA,98258,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,44,PUGET SOUND ENERGY INC,53061052505,-122.112065,48.004345
476748793,Snohomish,Lake Stevens,WA,98258,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,44,PUGET SOUND ENERGY INC,53061052604,-122.112065,48.004345
176066026,Kitsap,Bremerton,WA,98311,2014,BMW,I3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,81,0,23,PUGET SOUND ENERGY INC,53035091500,-122.6468815,47.6344364
212905045,Thurston,Olympia,WA,98502,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,22,PUGET SOUND ENERGY INC,53067010520,-122.92145,47.045935
2588225,Kitsap,Port Orchard,WA,98367,2019,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,126,0,26,PUGET SOUND ENERGY INC,53035092101,-122.6851642,47.506453
117777474,Yakima,Yakima,WA,98908,2016,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,0,14,PACIFICORP,53077002900,-120.6027202,46.5965625
243725709,King,Renton,WA,98056,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025401,-122.180505,47.500055
103812901,Thurston,Lacey,WA,98516,2016,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,22,PUGET SOUND ENERGY INC,53067012221,-122.7510253,47.08149
138237109,Thurston,Rochester,WA,98579,2020,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,20,PUGET SOUND ENERGY INC,53067012730,-123.09575,46.82114
137151381,Snohomish,Bothell,WA,98021,2017,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,0,1,PUGET SOUND ENERGY INC,53061051926,-122.179458,47.802589
144921822,Skagit,Anacortes,WA,98221,2021,BMW,X3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,17,0,40,PUGET SOUND ENERGY INC,53057940600,-122.615305,48.501275
237960649,Kitsap,Bainbridge Island,WA,98110,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,0,23,PUGET SOUND ENERGY INC,53035090902,-122.5235781,47.6293323
6069451,King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330,-122.12302,47.67668
475018764,Pend Oreille,Elk,WA,99009,2018,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,7,PUD NO 1 OF PEND OREILLE COUNTY,53051970500,-117.34965,48.017545
228476314,Snohomish,Everett,WA,98204,2018,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,249,0,21,PUGET SOUND ENERGY INC,53061041901,-122.241285,47.91088
228248450,Snohomish,Monroe,WA,98272,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,308,0,39,PUGET SOUND ENERGY INC,53061052203,-121.972215,47.85674
264487065,Pierce,Dupont,WA,98327,2014,FORD,FOCUS,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,76,0,28,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072802,-122.643815,47.097455
181532130,King,Seatac,WA,98188,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028300,-122.29179,47.43473
339646149,Kitsap,Port Orchard,WA,98366,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,26,PUGET SOUND ENERGY INC,53035092400,-122.639265,47.5373
166580291,Kitsap,Poulsbo,WA,98370,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,23,PUGET SOUND ENERGY INC,53035091100,-122.64177,47.737525
3755496,King,Vashon,WA,98070,2016,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,34,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027701,-122.4586752,47.4484687
215241162,Kitsap,Kingston,WA,98346,2017,BMW,I3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,81,0,23,PUGET SOUND ENERGY INC,53035940000,-122.50156,47.8019
180762949,Kitsap,Bremerton,WA,98311,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,23,PUGET SOUND ENERGY INC,53035091500,-122.6468815,47.6344364
266970126,King,Seattle,WA,98103,2015,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,87,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800,-122.34301,47.659185
282631247,Snohomish,Everett,WA,98208,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,44,PUGET SOUND ENERGY INC,53061041605,-122.2247757,47.9156409
228339114,Chelan,Leavenworth,WA,98826,2015,BMW,I8,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,0,12,PUD NO 1 OF CHELAN COUNTY,53007960203,-120.6619153,47.5970083
477498283,Thurston,Yelm,WA,98597,2017,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,2,PUGET SOUND ENERGY INC,53067012422,-122.61023,46.94126
214372014,Snohomish,Snohomish,WA,98290,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,44,PUGET SOUND ENERGY INC,53061052401,-122.091505,47.915555
476459056,Snohomish,Everett,WA,98203,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,38,PUGET SOUND ENERGY INC,53061041400,-122.213105,47.95479
255464758,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,1,PUGET SOUND ENERGY INC,53061051922,-122.179458,47.802589
114803405,Thurston,Olympia,WA,98516,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,22,PUGET SOUND ENERGY INC,53067012221,-122.7510253,47.08149
110539509,Snohomish,Everett,WA,98204,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,38,PUGET SOUND ENERGY INC,53061041907,-122.241285,47.91088
295873308,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,1,PUGET SOUND ENERGY INC,53061052107,-122.1873,47.820245
148895785,Yakima,Yakima,WA,98908,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,15,PACIFICORP,53077003400,-120.6027202,46.5965625
228975029,Snohomish,Lake Stevens,WA,98258,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,44,PUGET SOUND ENERGY INC,53061052607,-122.112065,48.004345
209825899,Snohomish,Everett,WA,98204,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,21,PUGET SOUND ENERGY INC,53061041809,-122.241285,47.91088
477436795,Snohomish,Snohomish,WA,98296,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,1,PUGET SOUND ENERGY INC,53061052113,-122.15134,47.8851158
116830899,Snohomish,Lynnwood,WA,98087,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,21,PUGET SOUND ENERGY INC,53061041703,-122.2559465,47.8656788
162322723,Kitsap,Port Orchard,WA,98367,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,26,PUGET SOUND ENERGY INC,53035092101,-122.6851642,47.506453
477670994,Kitsap,Kingston,WA,98346,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,23,PUGET SOUND ENERGY INC,53035940000,-122.50156,47.8019
347508836,Thurston,Tumwater,WA,98501,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,22,PUGET SOUND ENERGY INC,53067010802,-122.89692,47.043535
171305151,Yakima,Selah,WA,98942,2018,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,249,0,15,PACIFICORP,53077003400,-120.54188,46.654175
228772085,Kitsap,Bremerton,WA,98311,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,23,PUGET SOUND ENERGY INC,53035091600,-122.6468815,47.6344364
350165294,Yakima,Yakima,WA,98908,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,14,PACIFICORP,53077002801,-120.6027202,46.5965625
205140106,Snohomish,Monroe,WA,98272,2011,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,39,PUGET SOUND ENERGY INC,53061053801,-121.972215,47.85674
343971526,Snohomish,Edmonds,WA,98026,2015,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,32,PUGET SOUND ENERGY INC,53061050800,-122.335685,47.80372
298218728,Douglas,East Wenatchee,WA,98802,2019,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,12,PUD NO 1 OF DOUGLAS COUNTY,53017950600,-120.28674,47.4176
203419310,Snohomish,Bothell,WA,98012,2017,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,44,PUGET SOUND ENERGY INC,53061052010,-122.1873,47.820245
125869355,Snohomish,Edmonds,WA,98020,2020,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,293,0,21,PUGET SOUND ENERGY INC,53061050502,-122.37507,47.80807
241871066,Kitsap,Port Orchard,WA,98367,2015,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,87,0,35,PUGET SOUND ENERGY INC,53035092901,-122.6851642,47.506453
226603891,Kitsap,Bremerton,WA,98337,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,26,PUGET SOUND ENERGY INC,53035080500,-122.635905,47.57097
145792188,Thurston,Yelm,WA,98597,2015,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,87,0,2,PUGET SOUND ENERGY INC,53067012422,-122.61023,46.94126
2352017,King,Kirkland,WA,98034,2019,AUDI,E-TRON,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,204,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203,-122.209285,47.71124
349783535,Snohomish,Lynnwood,WA,98087,2013,TOYOTA,RAV4,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,103,0,21,PUGET SOUND ENERGY INC,53061041816,-122.2559465,47.8656788
214566089,Yakima,Yakima,WA,98908,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,14,PACIFICORP,53077002801,-120.6027202,46.5965625
204042555,Skagit,Mount Vernon,WA,98274,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,10,PUGET SOUND ENERGY INC,53057952700,-122.322955,48.4152
255859096,Grant,Moses Lake,WA,98837,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,13,PUD NO 2 OF GRANT COUNTY,53025010904,-119.2599876,47.1240154
227627389,Snohomish,Bothell,WA,98012,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,1,PUGET SOUND ENERGY INC,53061051922,-122.1873,47.820245
165583127,Snohomish,Bothell,WA,98021,2016,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,1,PUGET SOUND ENERGY INC,53061051914,-122.179458,47.802589
138837380,Douglas,East Wenatchee,WA,98802,2017,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,0,12,PUD NO 1 OF DOUGLAS COUNTY,53017950800,-120.28674,47.4176
172463350,Thurston,Olympia,WA,98506,2015,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,87,0,22,PUGET SOUND ENERGY INC,53067010300,-122.8874781,47.0519573
232554948,King,Kent,WA,98042,2013,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,87,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031601,-122.111625,47.36078
218456556,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,44,PUGET SOUND ENERGY INC,53061052710,-122.17673,48.05542
243812502,Thurston,Olympia,WA,98513,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,35,PUGET SOUND ENERGY INC,53067012610,-122.817545,46.98876
224736634,King,Kent,WA,98031,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407,-122.2012521,47.3931814
277818397,Snohomish,Woodway,WA,98020,2018,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,32,PUGET SOUND ENERGY INC,53061050600,-122.37507,47.80807
203284161,Whitman,Pullman,WA,99163,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,16,0,9,AVISTA CORP,53075000201,-117.17912,46.730885
224802784,Kitsap,Bainbridge Island,WA,98110,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,23,PUGET SOUND ENERGY INC,53035091002,-122.5235781,47.6293323
192529032,Kitsap,Bainbridge Island,WA,98110,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,23,PUGET SOUND ENERGY INC,53035090700,-122.5235781,47.6293323
239505276,Yakima,Yakima,WA,98902,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,14,PACIFICORP,53077000800,-120.524012,46.5973939
289433707,Snohomish,Everett,WA,98201,2014,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,38,PUGET SOUND ENERGY INC,53061040400,-122.20722,47.979935
349740555,Snohomish,Lynnwood,WA,98036,2014,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,32,PUGET SOUND ENERGY INC,53061051930,-122.316675,47.819365
147955405,Snohomish,Snohomish,WA,98290,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,44,PUGET SOUND ENERGY INC,53061052402,-122.091505,47.915555
122528122,Island,Coupeville,WA,98239,2015,BMW,I3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,81,0,10,PUGET SOUND ENERGY INC,53029971100,-122.681275,48.21784
132611083,Snohomish,Everett,WA,98203,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,266,0,38,PUGET SOUND ENERGY INC,53061041400,-122.213105,47.95479
474286284,Thurston,Yelm,WA,98597,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,2,PUGET SOUND ENERGY INC,53067012422,-122.61023,46.94126
100553386,Snohomish,Everett,WA,98203,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,38,PUGET SOUND ENERGY INC,53061041100,-122.213105,47.95479
171256809,Island,Langley,WA,98260,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,17,52900,10,PUGET SOUND ENERGY INC,53029971900,-122.408015,48.03557
104423469,Snohomish,Everett,WA,98203,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,38,PUGET SOUND ENERGY INC,53061041303,-122.213105,47.95479
220469602,Columbia,Dayton,WA,99328,2022,FORD,F-150,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,16,PACIFICORP,53013960200,-117.977095,46.320425
127484339,Yakima,Yakima,WA,98901,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,266,0,15,PACIFICORP,53077001602,-120.500225,46.6043
475675553,King,Seattle,WA,98144,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400,-122.30823,47.581975
9166664,Yakima,Cowiche,WA,98923,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,14,PACIFICORP,53077002900,-120.713895,46.67108
103202074,Kitsap,Kingston,WA,98346,2017,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,23,PUGET SOUND ENERGY INC,53035940000,-122.50156,47.8019
154056871,Island,Coupeville,WA,98239,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,10,PUGET SOUND ENERGY INC,53029971000,-122.681275,48.21784
151225896,Island,Langley,WA,98260,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,10,PUGET SOUND ENERGY INC,53029972000,-122.408015,48.03557
157145852,Snohomish,Bothell,WA,98012,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,1,PUGET SOUND ENERGY INC,53061052009,-122.1873,47.820245
171506870,Yakima,Yakima,WA,98908,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,14,PACIFICORP,53077002801,-120.6027202,46.5965625
102866466,Yakima,Selah,WA,98942,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,83,0,15,PACIFICORP,53077003200,-120.54188,46.654175
