DOL ,County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,CAFV,Electric Range,Base MSRP,Legislative District,Electric Utility,2020 Census Tract,Longitude,latitude
152609761,Yakima,Yakima,WA,98908,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,14,PACIFICORP,53077000401,-120.6027202,46.5965625
336445574,Snohomish,Lynnwood,WA,98087,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,21,PUGET SOUND ENERGY INC,53061041703,-122.2559465,47.8656788
104887289,Snohomish,Lynnwood,WA,98087,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,21,PUGET SOUND ENERGY INC,53061051804,-122.2559465,47.8656788
478302667,Snohomish,Edmonds,WA,98020,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,21,PUGET SOUND ENERGY INC,53061050501,-122.37507,47.80807
347804733,Snohomish,Everett,WA,98208,2017,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,200,0,44,PUGET SOUND ENERGY INC,53061041601,-122.2247757,47.9156409
218106094,King,Kirkland,WA,98033,2018,BMW,I3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,114,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701,-122.20264,47.6785
110213491,Snohomish,Lynnwood,WA,98036,2015,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,0,32,PUGET SOUND ENERGY INC,53061051500,-122.316675,47.819365
228088255,Kitsap,Poulsbo,WA,98370,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,23,PUGET SOUND ENERGY INC,53035091100,-122.64177,47.737525
8862304,Snohomish,Snohomish,WA,98290,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,44,PUGET SOUND ENERGY INC,53061052607,-122.091505,47.915555
180694720,Kitsap,Poulsbo,WA,98370,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,23,PUGET SOUND ENERGY INC,53035090202,-122.64177,47.737525
100941305,Thurston,Olympia,WA,98502,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,35,PUGET SOUND ENERGY INC,53067011901,-122.92145,47.045935
348180395,Snohomish,Marysville,WA,98270,2014,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,44,PUGET SOUND ENERGY INC,53061052707,-122.17673,48.05542
4654982,Island,Clinton,WA,98236,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,10,PUGET SOUND ENERGY INC,53029972100,-122.359364,47.9796552
207525839,Thurston,Olympia,WA,98513,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,2,PUGET SOUND ENERGY INC,53067012320,-122.817545,46.98876
348084901,Thurston,Olympia,WA,98501,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,22,PUGET SOUND ENERGY INC,53067010801,-122.89692,47.043535
242494556,Kitsap,Port Orchard,WA,98366,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,26,PUGET SOUND ENERGY INC,53035092704,-122.639265,47.5373
249149526,Whitman,Pullman,WA,99163,2011,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,9,AVISTA CORP,53075000602,-117.17912,46.730885
218160827,King,Renton,WA,98058,2016,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025803,-122.1298876,47.4451257
476022655,Island,Coupeville,WA,98239,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,10,PUGET SOUND ENERGY INC,53029971000,-122.681275,48.21784
174167010,Skagit,Mount Vernon,WA,98273,2013,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,40,PUGET SOUND ENERGY INC,53057952500,-122.338975,48.41333
103571639,Chelan,Cashmere,WA,98815,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,12,PUD NO 1 OF CHELAN COUNTY,53007960501,-120.4687,47.5173233
476019008,Thurston,Olympia,WA,98516,2015,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,87,0,2,PUGET SOUND ENERGY INC,53067012330,-122.7510253,47.08149
8935055,Snohomish,Everett,WA,98201,2019,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,38,PUGET SOUND ENERGY INC,53061040100,-122.20722,47.979935
242865213,Thurston,Tumwater,WA,98512,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,22,PUGET SOUND ENERGY INC,53067010920,-122.9131017,47.0135926
104588284,Snohomish,Brier,WA,98036,2019,AUDI,E-TRON,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,204,0,1,PUGET SOUND ENERGY INC,53061051914,-122.316675,47.819365
475578477,Snohomish,Arlington,WA,98223,2015,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,0,39,PUGET SOUND ENERGY INC,53061052709,-122.12324,48.19485
224675034,Thurston,Rochester,WA,98579,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,35,PUGET SOUND ENERGY INC,53067012710,-123.09575,46.82114
259890571,Snohomish,Edmonds,WA,98026,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,32,PUGET SOUND ENERGY INC,53061050800,-122.335685,47.80372
148940172,Snohomish,Snohomish,WA,98296,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,44,PUGET SOUND ENERGY INC,53061052119,-122.15134,47.8851158
5001370,Kitsap,Port Orchard,WA,98367,2019,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,289,0,26,PUGET SOUND ENERGY INC,53035092102,-122.6851642,47.506453
228462139,Snohomish,Lake Stevens,WA,98258,2023,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,44,PUGET SOUND ENERGY INC,53061052606,-122.112065,48.004345
202241063,Spokane,Spokane,WA,99203,2018,VOLVO,S90,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,6,MODERN ELECTRIC WATER COMPANY,53063004300,-117.425265,47.635365
175438245,Thurston,Olympia,WA,98502,2021,VOLVO,XC40,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,22,PUGET SOUND ENERGY INC,53067010600,-122.92145,47.045935
237967131,Yakima,Yakima,WA,98901,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,15,PACIFICORP,53077001602,-120.500225,46.6043
265808924,King,Shoreline,WA,98177,2015,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020100,-122.382425,47.77279
152431744,King,Redmond,WA,98052,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
140930709,King,Seattle,WA,98125,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102,-122.296385,47.71558
196219068,King,Seattle,WA,98177,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,42,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402,-122.382425,47.77279
156189015,King,Seattle,WA,98122,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,-122.30839,47.610365
114613117,King,Bellevue,WA,98004,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,259,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801,-122.201905,47.61385
182508497,Clark,Brush Prairie,WA,98606,2018,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,13,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505,-122.550765,45.73365
217965289,King,Issaquah,WA,98029,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220,-121.999595,47.547635
238859540,Snohomish,Mukilteo,WA,98275,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,21,PUGET SOUND ENERGY INC,53061042006,-122.29957,47.94187
167315886,Clark,Washougal,WA,98671,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040512,-122.3538285,45.5838634
304344176,San Juan,Friday Harbor,WA,98250,2017,SMART,FORTWO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,58,0,40,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960400,-123.022255,48.531355
203444265,King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331,-122.12302,47.67668
477356988,King,Seattle,WA,98168,2016,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026500,-122.28646,47.47613
239608477,King,Seattle,WA,98105,2023,NISSAN,LEAF,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005201,-122.319115,47.66132
171098266,King,Seattle,WA,98117,2021,VOLVO,XC40,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000,-122.37276,47.689685
172877799,King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606,-122.12302,47.67668
474037714,Kitsap,Bremerton,WA,98311,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,23,PUGET SOUND ENERGY INC,53035091900,-122.6468815,47.6344364
237648631,Spokane,Spokane,WA,99201,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,3,MODERN ELECTRIC WATER COMPANY,53063002300,-117.431895,47.667155
192833707,Island,Langley,WA,98260,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,16,0,10,PUGET SOUND ENERGY INC,53029971900,-122.408015,48.03557
207002106,Whatcom,Bellingham,WA,98225,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,42,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000502,-122.486115,48.761615
475093902,King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604,-122.20264,47.6785
213358792,King,Kent,WA,98031,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029207,-122.2012521,47.3931814
240544986,King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805,-122.201905,47.61385
215887850,King,Redmond,WA,98052,2014,BMW,I3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,81,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
224228266,King,Seattle,WA,98136,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010602,-122.388675,47.5415
116762467,Kitsap,Bremerton,WA,98311,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,23,PUGET SOUND ENERGY INC,53035091600,-122.6468815,47.6344364
177728939,Kitsap,Seabeck,WA,98380,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,35,PUGET SOUND ENERGY INC,53035092000,-122.847462,47.63836
212182680,King,Bellevue,WA,98008,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300,-122.11832,47.6245
150171507,King,Federal Way,WA,98003,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030304,-122.31327,47.32309
179099420,King,Bellevue,WA,98007,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401,-122.147385,47.599975
209702671,King,Seattle,WA,98108,2022,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,11,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402,-122.3268963,47.5499519
474254735,King,Sammamish,WA,98074,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225,-122.0313266,47.6285782
3240324,King,Seattle,WA,98118,2016,CHEVROLET,SPARK,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,82,0,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033010200,-122.28339,47.549285
215553096,Clark,Vancouver,WA,98682,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041331,-122.5146473,45.67862
153968699,Spokane,Spokane,WA,99203,2018,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,13,0,6,MODERN ELECTRIC WATER COMPANY,53063004300,-117.425265,47.635365
262717542,King,Mercer Island,WA,98040,2017,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500,-122.2371867,47.5822997
151240442,King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904,-122.209285,47.71124
169213173,King,Lake Forest Park,WA,98155,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033020402,-122.3175,47.7578146
215844198,Snohomish,Bothell,WA,98012,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,44,PUGET SOUND ENERGY INC,53061052007,-122.1873,47.820245
114858061,Pierce,Tacoma,WA,98407,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,27,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060500,-122.5113356,47.2923828
156818259,Clark,Vancouver,WA,98664,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041207,-122.589388,45.6228731
257158044,Clark,Brush Prairie,WA,98606,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040504,-122.550765,45.73365
132995565,Clark,Vancouver,WA,98685,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040909,-122.70302,45.703706
168776506,King,Bothell,WA,98011,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802,-122.20578,47.762405
139685493,Clark,Vancouver,WA,98682,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041313,-122.5146473,45.67862
217979933,Clark,Vancouver,WA,98683,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309,-122.4853873,45.6083347
194126145,Pierce,Edgewood,WA,98371,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,31,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940009,-122.299155,47.19178
149090665,King,Renton,WA,98058,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025702,-122.1298876,47.4451257
207217356,Snohomish,Snohomish,WA,98296,2018,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,151,0,44,PUGET SOUND ENERGY INC,53061041610,-122.15134,47.8851158
229692382,King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316,-122.0313266,47.6285782
475128370,King,Seattle,WA,98122,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007902,-122.30839,47.610365
170367956,King,Duvall,WA,98019,2015,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402,-121.9810747,47.7377962
342785145,King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007,-122.16937,47.571015
185568680,King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003,-122.209285,47.71124
208260524,King,Kirkland,WA,98033,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501,-122.20264,47.6785
230833942,Kitsap,Bainbridge Island,WA,98110,2023,RIVIAN,R1S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,23,PUGET SOUND ENERGY INC,53035090800,-122.5235781,47.6293323
154350087,Clark,Vancouver,WA,98683,2017,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041329,-122.4853873,45.6083347
112042948,King,Renton,WA,98059,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025103,-122.15734,47.487175
475437525,Kitsap,Bainbridge Island,WA,98110,2014,BMW,I3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,81,0,23,PUGET SOUND ENERGY INC,53035091002,-122.5235781,47.6293323
237689203,Snohomish,Everett,WA,98204,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,21,PUGET SOUND ENERGY INC,53061041901,-122.241285,47.91088
292913484,King,Kirkland,WA,98034,2018,BMW,330E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,45600,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904,-122.209285,47.71124
228310190,Island,Oak Harbor,WA,98277,2023,SUBARU,SOLTERRA,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,10,PUGET SOUND ENERGY INC,53029970700,-122.6788673,48.2897314
170997284,Clallam,Sequim,WA,98382,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,24,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009002301,-123.09969,48.08137
215024330,King,Seattle,WA,98102,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007405,-122.322345,47.63983
237930290,King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316,-122.0313266,47.6285782
